"File","Offset","Pointers","Japanese","English","width","height","lineheight",,"English"
"RoboDesc.opb","0x8054","0x1 0x1164","爆砕人形ガルケーン","Blast Puppet Galcane",-1,-1,16,,"Blast Puppet Galcane"
"RoboDesc.opb","0x8067","0x1 0x1168","爆砕人形ガルケーン","|Blast Puppet Galcane",124,16,16,,"Blast Puppet Galcane"
"RoboDesc.opb","0x807a","0x1 0x1174","　爆砕人形の強化
型。ガルケインボ
ムを小型化し、搭
載数を倍増させた。
その分、威力と爆
破範囲は低下して
いるものの、使い
勝手は良くなった。
　ハンドミサイル
も改良され、威力
と爆破範囲が増加。","　爆砕人形の強化
型。ガルケインボ
ムを小型化し、搭
載数を倍増させた。
その分、威力と爆
破範囲は低下して
いるものの、使い
勝手は良くなった。
　ハンドミサイル
も改良され、威力
と爆破範囲が増加。",114,176,16,,"　爆砕人形の強化
型。ガルケインボ
ムを小型化し、搭
載数を倍増させた。
その分、威力と爆
破範囲は低下して
いるものの、使い
勝手は良くなった。
　ハンドミサイル
も改良され、威力
と爆破範囲が増加。"
"RoboDesc.opb","0x8145","0x1 0x1178","/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。","/c5Missile Tank/c3:
  Button: Press to fire a missile.
  Arrow buttons: Rotate the turret.
/c5Human Form/c3:
  Right lever: Pull and release to throw an explosive ball.
  Left lever: Move the arms.",114,176,16,,"/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。"
"RoboDesc.opb","0x8214","0x1 0x1190","爆砕人形ガルネイド","Blast Puppet Galnado",-1,-1,16,,"Blast Puppet Galnado"
"RoboDesc.opb","0x8227","0x1 0x1194","爆砕人形ガルネイド","|Blast Puppet Galnado",124,16,16,,"Blast Puppet Galnado"
"RoboDesc.opb","0x823a","0x1 0x11a0","　爆砕人形の最終
形。ガルケインボ
ムの爆破範囲がさ
らに向上。爆破能
力は驚異的なレベ
ルに達している。
　だが、強力にな
った反面、自爆の
危険性も増した。","　爆砕人形の最終
形。ガルケインボ
ムの爆破範囲がさ
らに向上。爆破能
力は驚異的なレベ
ルに達している。
　だが、強力にな
った反面、自爆の
危険性も増した。",114,176,16,,"　爆砕人形の最終
形。ガルケインボ
ムの爆破範囲がさ
らに向上。爆破能
力は驚異的なレベ
ルに達している。
　だが、強力にな
った反面、自爆の
危険性も増した。"
"RoboDesc.opb","0x82db","0x1 0x11a4","/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。","/c5Missile Tank/c3:
  Button: Press to fire a missile.
  Arrow buttons: Rotate the turret.
/c5Human Form/c3:
  Right lever: Pull and release to throw an explosive ball.
  Left lever: Move the arms.",114,176,16,,"/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。"
"RoboDesc.opb","0x83aa","0x1 0x11bc","甲殻人形クライヴ","Shell Puppet Cryva",-1,-1,16,,"Shell Puppet Cryva"
"RoboDesc.opb","0x83bb","0x1 0x11c0","甲殻人形クライヴ","|Shell Puppet Cryva",124,16,16,,"Shell Puppet Cryva"
"RoboDesc.opb","0x83cc","0x1 0x11cc","　木工房の真骨頂
ともいえる多脚の
生物型人形。巨大
な/c5ハサミ/c3を開閉す
ることで、物体の
運搬が可能。また、
体内に/c5マイクロミ
サイル/c3を多数搭載。
動く火薬庫のよう
な人形だ。ハサミ
の打撃力も高い。","　木工房の真骨頂
ともいえる多脚の
生物型人形。巨大
な/c5ハサミ/c3を開閉す
ることで、物体の
運搬が可能。また、
体内に/c5マイクロミ
サイル/c3を多数搭載。
動く火薬庫のよう
な人形だ。ハサミ
の打撃力も高い。",114,176,16,,"　木工房の真骨頂
ともいえる多脚の
生物型人形。巨大
な/c5ハサミ/c3を開閉す
ることで、物体の
運搬が可能。また、
体内に/c5マイクロミ
サイル/c3を多数搭載。
動く火薬庫のよう
な人形だ。ハサミ
の打撃力も高い。"
"RoboDesc.opb","0x84a1","0x1 0x11d0","　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。","  Triangular buttons: Hold to move laterally in that direction.
  Upper-right switch: Open and close the pincers.
  Lower-right lever: Move the pincers.
  Left switch: Change to missile mode.",114,176,16,,"　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。"
"RoboDesc.opb","0x855c","0x1 0x11e8","甲殻人形クライヴァー","Shell Puppet Cryver",-1,-1,16,,"Shell Puppet Cryver"
"RoboDesc.opb","0x8571","0x1 0x11ec","甲殻人形クライヴァー","|Shell Puppet Cryver",124,16,16,,"Shell Puppet Cryver"
"RoboDesc.opb","0x8586","0x1 0x11f8","　甲殻人形の強化
型。接近戦を重視
して調整されてお
り、ミサイルの搭
載数を減らして、
その分、ハサミの
打撃力を高めてい
る。","　甲殻人形の強化
型。接近戦を重視
して調整されてお
り、ミサイルの搭
載数を減らして、
その分、ハサミの
打撃力を高めてい
る。",114,176,16,,"　甲殻人形の強化
型。接近戦を重視
して調整されてお
り、ミサイルの搭
載数を減らして、
その分、ハサミの
打撃力を高めてい
る。"
"RoboDesc.opb","0x8609","0x1 0x11fc","　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。","  Triangular buttons: Hold to move laterally in that direction.
  Upper-right switch: Open and close the pincers.
  Lower-right lever: Move the pincers.
  Left switch: Change to missile mode.",114,176,16,,"　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。"
"RoboDesc.opb","0x86c4","0x1 0x1214","甲殻人形グラスター","Shell Puppet Graster",-1,-1,16,,"Shell Puppet Graster"
"RoboDesc.opb","0x86d7","0x1 0x1218","甲殻人形グラスター","|Shell Puppet Graster",124,16,16,,"Shell Puppet Graster"
"RoboDesc.opb","0x86ea","0x1 0x1224","　甲殻人形の最終
形。クライヴをベ
ースに、ミサイル
の破壊力を極限ま
で追求した人形で
ある。","　甲殻人形の最終
形。クライヴをベ
ースに、ミサイル
の破壊力を極限ま
で追求した人形で
ある。",114,176,16,,"　甲殻人形の最終
形。クライヴをベ
ースに、ミサイル
の破壊力を極限ま
で追求した人形で
ある。"
"RoboDesc.opb","0x874b","0x1 0x1228","　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。","  Triangular buttons: Hold to move laterally in that direction.
  Upper-right switch: Open and close the pincers.
  Lower-right lever: Move the pincers.
  Left switch: Change to missile mode.",114,176,16,,"　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。"
"RoboDesc.opb","0x8806","0x1 0x1240","複合銃士サイエル","Complex Musketeer Saiel",-1,-1,16,,"Composite Musketeer Saiel"
"RoboDesc.opb","0x8817","0x1 0x1244","複合銃士サイエル","|Complex Musketeer Saiel",124,16,16,,"Composite Musketeer Saiel"
"RoboDesc.opb","0x8828","0x1 0x1250","　多数の火器を装
備した実験的人形。
　/c5銃/c3、/c5ミサイル/c3、
/c5ビーム/c3を搭載。銃
からは/c5２種類の弾
丸/c3を発射できる。
接近戦では、腕を
動かして敵を殴る。
武装を増やしすぎ
たせいで、搭載弾
薬が少なくなった。","　多数の火器を装
備した実験的人形。
　/c5銃/c3、/c5ミサイル/c3、
/c5ビーム/c3を搭載。銃
からは/c5２種類の弾
丸/c3を発射できる。
接近戦では、腕を
動かして敵を殴る。
武装を増やしすぎ
たせいで、搭載弾
薬が少なくなった。",114,176,16,,"　多数の火器を装
備した実験的人形。
　/c5銃/c3、/c5ミサイル/c3、
/c5ビーム/c3を搭載。銃
からは/c5２種類の弾
丸/c3を発射できる。
接近戦では、腕を
動かして敵を殴る。
武装を増やしすぎ
たせいで、搭載弾
薬が少なくなった。"
"RoboDesc.opb","0x890b","0x1 0x1254","　左側のレバーを
下に引くとミサイ
ルを装填。
　右上の弾丸を指
で移動させ、弾丸
セット位置に置く。
　その後右下の引
き金を引くと発射。
ミサイルと弾丸が
両方装填されてい
る場合、同時発射。","  Left lever: Pull to load a missile.
  Upper-right bullet: Move this to the bullet set position with your finger, then pull the trigger on the lower right to fire. Bullets and missiles may be fired simultaneously.",114,176,16,,"　左側のレバーを
下に引くとミサイ
ルを装填。
　右上の弾丸を指
で移動させ、弾丸
セット位置に置く。
　その後右下の引
き金を引くと発射。
ミサイルと弾丸が
両方装填されてい
る場合、同時発射。"
"RoboDesc.opb","0x89d0","0x1 0x126c","複合銃士サイエル改","Complex Musketeer Nu-Saiel",-1,-1,16,,"New Composite Musketeer Saiel"
"RoboDesc.opb","0x89e3","0x1 0x1270","複合銃士サイエル改","|Complex Musketeer Nu-Saiel",124,16,16,,"New Composite Musketeer Saiel"
"RoboDesc.opb","0x89f6","0x1 0x127c","　複合銃士の完成
形。搭載弾薬が少
なく中途半端だっ
た前モデルの欠点
を克服。高い火力
を持った重武装人
形として生まれ変
わった。","　複合銃士の完成
形。搭載弾薬が少
なく中途半端だっ
た前モデルの欠点
を克服。高い火力
を持った重武装人
形として生まれ変
わった。",114,176,16,,"　複合銃士の完成
形。搭載弾薬が少
なく中途半端だっ
た前モデルの欠点
を克服。高い火力
を持った重武装人
形として生まれ変
わった。"
"RoboDesc.opb","0x8a7d","0x1 0x1280","　左側のレバーを
下に引くとミサイ
ルを装填。
　右上の弾丸を指
で移動させ、弾丸
セット位置に置く。
　その後右下の引
き金を引くと発射。
ミサイルと弾丸が
両方装填されてい
る場合、同時発射。","  Left lever: Pull to load a missile.
  Upper-right bullet: Move this to the bullet set position with your finger, then pull the trigger on the lower right to fire. Bullets and missiles may be fired simultaneously.",114,176,16,,"　左側のレバーを
下に引くとミサイ
ルを装填。
　右上の弾丸を指
で移動させ、弾丸
セット位置に置く。
　その後右下の引
き金を引くと発射。
ミサイルと弾丸が
両方装填されてい
る場合、同時発射。"
"RoboDesc.opb","0x8b42","0x1 0x1298","ミサイル火炎人形ジル","Flame Missile Puppet Jil",-1,-1,16,,"Flame Missile Puppet Jil"
"RoboDesc.opb","0x8b57","0x1 0x129c","ミサイル火炎人形ジル","|Flame Missile Puppet Jil",124,16,16,,"Flame Missile Puppet Jil"
"RoboDesc.opb","0x8b6c","0x1 0x12a8","　/c5無尽蔵のミサイ
ル/c3を積載した人形。
７つの発射口から
７方向にミサイル
を発射する。頭部
には、近距離用の
火炎放射器/c5インフ
ェルノブレス/c3を搭
載。大量の弾薬を
搭載しているため、
動きは鈍い。","　/c5無尽蔵のミサイ
ル/c3を積載した人形。
７つの発射口から
７方向にミサイル
を発射する。頭部
には、近距離用の
火炎放射器/c5インフ
ェルノブレス/c3を搭
載。大量の弾薬を
搭載しているため、
動きは鈍い。",114,176,16,,"　/c5無尽蔵のミサイ
ル/c3を積載した人形。
７つの発射口から
７方向にミサイル
を発射する。頭部
には、近距離用の
火炎放射器/c5インフ
ェルノブレス/c3を搭
載。大量の弾薬を
搭載しているため、
動きは鈍い。"
"RoboDesc.opb","0x8c3d","0x1 0x12ac","　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。","  Buttons: Fire a Turtle Missile in that direction.
  Middle button: Press to reload the missiles.
  Top button: Spew flames.",114,176,16,,"　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。"
"RoboDesc.opb","0x8cd6","0x1 0x12c4","ミサイル火炎人形ウル","Flame Missile Puppet Ul",-1,-1,16,,"Flame Missile Puppet Ul"
"RoboDesc.opb","0x8ceb","0x1 0x12c8","ミサイル火炎人形ウル","|Flame Missile Puppet Ul",124,16,16,,"Flame Missile Puppet Ul"
"RoboDesc.opb","0x8d00","0x1 0x12d4","　ミサイル火炎人
形の強化型。ター
トルミサイルの破
壊力が大幅に増加
している。
　装甲もさらに強
化された。","　ミサイル火炎人
形の強化型。ター
トルミサイルの破
壊力が大幅に増加
している。
　装甲もさらに強
化された。",114,176,16,,"　ミサイル火炎人
形の強化型。ター
トルミサイルの破
壊力が大幅に増加
している。
　装甲もさらに強
化された。"
"RoboDesc.opb","0x8d71","0x1 0x12d8","　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。","  Buttons: Fire a Turtle Missile in that direction.
  Middle button: Press to reload the missiles.
  Top button: Spew flames.",114,176,16,,"　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。"
"RoboDesc.opb","0x8e0a","0x1 0x12f0","ミサイル火炎人形バル","Flame Missile Puppet Bal",-1,-1,16,,"Flame Missile Puppet Bal"
"RoboDesc.opb","0x8e1f","0x1 0x12f4","ミサイル火炎人形バル","|Flame Missile Puppet Bal",124,16,16,,"Flame Missile Puppet Bal"
"RoboDesc.opb","0x8e34","0x1 0x1300","　ミサイル火炎人
形の完成形。
　武装がさらに強
化され、装甲も要
塞並になった。","　ミサイル火炎人
形の完成形。
　武装がさらに強
化され、装甲も要
塞並になった。",114,176,16,,"　ミサイル火炎人
形の完成形。
　武装がさらに強
化され、装甲も要
塞並になった。"
"RoboDesc.opb","0x8e87","0x1 0x1304","　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。","  Buttons: Fire a Turtle Missile in that direction.
  Middle button: Press to reload the missiles.
  Top button: Spew flames.",114,176,16,,"　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。"
"RoboDesc.opb","0x8f20","0x1 0x131c","核撃人形アトロス","Nuclear Puppet Atlos",-1,-1,16,,"Atomic Strike Puppet Atlos"
"RoboDesc.opb","0x8f31","0x1 0x1320","核撃人形アトロス","|Nuclear Puppet Atlos",124,16,16,,"Atomic Strike Puppet Atlos"
"RoboDesc.opb","0x8f42","0x1 0x132c","　/c5超兵器アトロス
ミサイル/c3を搭載し
た人形。アトロス
ミサイルは広範囲
を爆砕する恐るべ
き武器である。
　数年前、この武
器の事故で爆工房
の周囲一帯は完全
に吹き飛んだ。","　/c5超兵器アトロス
ミサイル/c3を搭載し
た人形。アトロス
ミサイルは広範囲
を爆砕する恐るべ
き武器である。
　数年前、この武
器の事故で爆工房
の周囲一帯は完全
に吹き飛んだ。",114,176,16,,"　/c5超兵器アトロス
ミサイル/c3を搭載し
た人形。アトロス
ミサイルは広範囲
を爆砕する恐るべ
き武器である。
　数年前、この武
器の事故で爆工房
の周囲一帯は完全
に吹き飛んだ。"
"RoboDesc.opb","0x8ff7","0x1 0x1330","戦車型の時にボタ
ンを押すと/c5超兵器
アトロスミサイル/c3
の発射準備に入る。
コクピットが切り
替わった後、/c5発射
コード/c3を入力する
と、安全装置が解
除され、ミサイル
が発射可能になる。","  In tank form, press the button to prepare the /c5Super Weapon Atlos Missile/c3 for launch. Once the cockpit switches modes, enter the /c5launch code/c3 to release the safety lock and fire the missile.",114,176,16,,"戦車型の時にボタ
ンを押すと/c5超兵器
アトロスミサイル/c3
の発射準備に入る。
コクピットが切り
替わった後、/c5発射
コード/c3を入力する
と、安全装置が解
除され、ミサイル
が発射可能になる。"
"RoboDesc.opb","0x90ba","0x1 0x1348","核撃人形アトロスα","Nuclear Puppet Atlos-α",-1,-1,16,,"Atomic Strike Puppet Atlos-α"
"RoboDesc.opb","0x90cd","0x1 0x134c","核撃人形アトロスα","|Nuclear Puppet Atlos-α",124,16,16,,"Atomic Strike Puppet Atlos-α"
"RoboDesc.opb","0x90e0","0x1 0x1358","　核撃人形の究極
強化型。
　アトロスミサイ
ルの破壊力が極限
まで高まり、周囲
すべてを破壊する
恐るべき人形とな
った。","　核撃人形の究極
強化型。
　アトロスミサイ
ルの破壊力が極限
まで高まり、周囲
すべてを破壊する
恐るべき人形とな
った。",114,176,16,,"　核撃人形の究極
強化型。
　アトロスミサイ
ルの破壊力が極限
まで高まり、周囲
すべてを破壊する
恐るべき人形とな
った。"
"RoboDesc.opb","0x915d","0x1 0x135c","戦車型の時にボタ
ンを押すと/c5超兵器
アトロスミサイル/c3
の発射準備に入る。
コクピットが切り
替わった後、/c5発射
コード/c3を入力する
と、安全装置が解
除され、ミサイル
が発射可能になる。","  In tank form, press the button to prepare the /c5Super Weapon Atlos Missile/c3 for launch. Once the cockpit switches modes, enter the /c5launch code/c3 to release the safety lock and fire the missile.",114,176,16,,"戦車型の時にボタ
ンを押すと/c5超兵器
アトロスミサイル/c3
の発射準備に入る。
コクピットが切り
替わった後、/c5発射
コード/c3を入力する
と、安全装置が解
除され、ミサイル
が発射可能になる。"
"RoboDesc.opb","0x9220","0x1 0x1374","オメガ・カーゴ","Omega Cargo",-1,-1,16,,"Omega Cargo"
"RoboDesc.opb","0x922f","0x3 0x1378 0x1384 0x1388","オメガ・カーゴ","|Omega Cargo",124,16,16,,"Omega Cargo"
"RoboDesc.opb","0x923e","0x1 0x13a0","オートマンＰＫ","Automan-PK",-1,-1,16,,"Automan-PK"
"RoboDesc.opb","0x924d","0x1 0x13a4","オートマンＰＫ","|Automan-PK",124,16,16,,"Automan-PK"
"RoboDesc.opb","0x925c","0x2 0x13b0 0x13b4","　正式名称はオー
トマン・パープル
ナイト。
　紫色の装甲に包
まれた、強靭なボ
ディーを持つ。総
合的な耐久度は、
通常オートマンの
２倍近い。パワー
も高く、非常に強
力な存在である。","　正式名称はオー
トマン・パープル
ナイト。
　紫色の装甲に包
まれた、強靭なボ
ディーを持つ。総
合的な耐久度は、
通常オートマンの
２倍近い。パワー
も高く、非常に強
力な存在である。",114,176,16,,"　正式名称はオー
トマン・パープル
ナイト。
　紫色の装甲に包
まれた、強靭なボ
ディーを持つ。総
合的な耐久度は、
通常オートマンの
２倍近い。パワー
も高く、非常に強
力な存在である。"
"RoboDesc.opb","0x9319","0x1 0x13cc","アクトゥール","Actour",-1,-1,16,,"Actour"
"RoboDesc.opb","0x9326","0x1 0x13d0","アクトゥール","|Actour",124,16,16,,"Actour"
"RoboDesc.opb","0x9333","0x1 0x13dc","　円工房が２５年
以上昔に製作した
人形。
　本来なら博物館
クラスの品だが、
定期的に部品交換
と改造をおこなう
ことにより、内部
構造は近代人形に
近い状態となって
いる。","　円工房が２５年
以上昔に製作した
人形。
　本来なら博物館
クラスの品だが、
定期的に部品交換
と改造をおこなう
ことにより、内部
構造は近代人形に
近い状態となって
いる。",114,176,16,,"　円工房が２５年
以上昔に製作した
人形。
　本来なら博物館
クラスの品だが、
定期的に部品交換
と改造をおこなう
ことにより、内部
構造は近代人形に
近い状態となって
いる。"
"RoboDesc.opb","0x93e4","0x1 0x13e0","　左の歯車を回す
と腕を左右に振る。
　右の歯車で腕を
上下に動かす。
　歯車は限界以上
に動かすと、壊れ
てしまう。","  Left gear: Turn to swing the arms left and right.
  Right gear: Moves the arms up and down.
  The gears will break if they're turned beyond their limits.",114,176,16,,"　左の歯車を回す
と腕を左右に振る。
　右の歯車で腕を
上下に動かす。
　歯車は限界以上
に動かすと、壊れ
てしまう。"
"RoboDesc.opb","0x945b","0x1 0x13f8","ショベル人形ランベル","Shovel Puppet Lamvel",-1,-1,16,,"Shovel Puppet Lambert"
"RoboDesc.opb","0x9470","0x1 0x13fc","ショベル人形ランベル","|Shovel Puppet Lamvel",124,16,16,,"Shovel Puppet Lambert"
"RoboDesc.opb","0x9485","0x1 0x1408","　パワーショベル
型の人形重機。自
在に動くアームは、
/c5高いパワー/c3を持つ。
対オートマン用の
火器として/c5２連ミ
サイル/c3を搭載。右
のミサイルは威力
が高く、左のミサ
イルは爆破範囲が
広い。","　パワーショベル
型の人形重機。自
在に動くアームは、
/c5高いパワー/c3を持つ。
対オートマン用の
火器として/c5２連ミ
サイル/c3を搭載。右
のミサイルは威力
が高く、左のミサ
イルは爆破範囲が
広い。",114,176,16,,"　パワーショベル
型の人形重機。自
在に動くアームは、
/c5高いパワー/c3を持つ。
対オートマン用の
火器として/c5２連ミ
サイル/c3を搭載。右
のミサイルは威力
が高く、左のミサ
イルは爆破範囲が
広い。"
"RoboDesc.opb","0x9550","0x1 0x140c","/c5パワーショベル/c3：
左のレバーでアー
ムを動かす。右の
レバーで台座回転。
/c5人型/c3：右のレバー
で腕を上下。左の
レバーで腕を伸縮。
中央のレバーで腰
を回転させる。
　ボタンを押すと
ミサイル発射。","/c5Excavator/c3: The levers control the arms and pedestal.
/c5Human Form/c3:
  Right lever: Moves the arms.
  Left lever: Extends the arms.
  Center lever: Rotates the waist.
  Button: Missile.",114,176,16,,"/c5パワーショベル/c3：
左のレバーでアー
ムを動かす。右の
レバーで台座回転。
/c5人型/c3：右のレバー
で腕を上下。左の
レバーで腕を伸縮。
中央のレバーで腰
を回転させる。
　ボタンを押すと
ミサイル発射。"
"RoboDesc.opb","0x9621","0x1 0x1424","ショベル人形ザンベル","Shovel Puppet Zamvel",-1,-1,16,,"Shovel Puppet Zambert"
"RoboDesc.opb","0x9636","0x1 0x1428","ショベル人形ザンベル","|Shovel Puppet Zamvel",124,16,16,,"Shovel Puppet Zambert"
"RoboDesc.opb","0x964b","0x1 0x1434","　ショベル人形の
強化型。基本性能
が飛躍的に高まっ
ている。","　ショベル人形の
強化型。基本性能
が飛躍的に高まっ
ている。",114,176,16,,"　ショベル人形の
強化型。基本性能
が飛躍的に高まっ
ている。"
"RoboDesc.opb","0x968a","0x1 0x1438","/c5パワーショベル/c3：
左のレバーでアー
ムを動かす。右の
レバーで台座回転。
/c5人型/c3：右のレバー
で腕を上下。左の
レバーで腕を伸縮。
中央のレバーで腰
を回転させる。
　ボタンを押すと
ミサイル発射。","/c5Excavator/c3: The levers control the arms and pedestal.
/c5Human Form/c3:
  Right lever: Moves the arms.
  Left lever: Extends the arms.
  Center lever: Rotates the waist.
  Button: Missile.",114,176,16,,"/c5パワーショベル/c3：
左のレバーでアー
ムを動かす。右の
レバーで台座回転。
/c5人型/c3：右のレバー
で腕を上下。左の
レバーで腕を伸縮。
中央のレバーで腰
を回転させる。
　ボタンを押すと
ミサイル発射。"
"RoboDesc.opb","0x975b","0x1 0x1450","ショベル人形ダルベル","Shovel Puppet Dalvel",-1,-1,16,,"Shovel Puppet Dalbert"
"RoboDesc.opb","0x9770","0x1 0x1454","ショベル人形ダルベル","|Shovel Puppet Dalvel",124,16,16,,"Shovel Puppet Dalbert"
"RoboDesc.opb","0x9785","0x1 0x1460","　ショベル人形の
最終形。性能が極
限まで高まり、ミ
サイルの搭載数も
増した。","　ショベル人形の
最終形。性能が極
限まで高まり、ミ
サイルの搭載数も
増した。",114,176,16,,"　ショベル人形の
最終形。性能が極
限まで高まり、ミ
サイルの搭載数も
増した。"
"RoboDesc.opb","0x97d6","0x1 0x1464","/c5パワーショベル/c3：
左のレバーでアー
ムを動かす。右の
レバーで台座回転。
/c5人型/c3：右のレバー
で腕を上下。左の
レバーで腕を伸縮。
中央のレバーで腰
を回転させる。
　ボタンを押すと
ミサイル発射。","/c5Excavator/c3: The levers control the arms and pedestal.
/c5Human Form/c3:
  Right lever: Moves the arms.
  Left lever: Extends the arms.
  Center lever: Rotates the waist.
  Button: Missile.",114,176,16,,"/c5パワーショベル/c3：
左のレバーでアー
ムを動かす。右の
レバーで台座回転。
/c5人型/c3：右のレバー
で腕を上下。左の
レバーで腕を伸縮。
中央のレバーで腰
を回転させる。
　ボタンを押すと
ミサイル発射。"
"RoboDesc.opb","0x98a7","0x1 0x147c","長銃人形ランボルト","Rifle Puppet Lambolt",-1,-1,16,,"Longrifle Puppet Lambolt"
"RoboDesc.opb","0x98ba","0x1 0x1480","長銃人形ランボルト","|Rifle Puppet Lambolt",124,16,16,,"Longrifle Puppet Lambolt"
"RoboDesc.opb","0x98cd","0x1 0x148c","　/c5ライフル銃/c3を持
った人形。ライフ
ルの破壊力はリボ
ルバー拳銃をはる
かに上回り、弱い
敵なら数発で倒す
ことも可能。
　１２発の弾丸を
拡散発射する/c5超兵
器・Ｅ１２拡散弾/c3
を搭載。","　/c5ライフル銃/c3を持
った人形。ライフ
ルの破壊力はリボ
ルバー拳銃をはる
かに上回り、弱い
敵なら数発で倒す
ことも可能。
　１２発の弾丸を
拡散発射する/c5超兵
器・Ｅ１２拡散弾/c3
を搭載。",114,176,16,,"　/c5ライフル銃/c3を持
った人形。ライフ
ルの破壊力はリボ
ルバー拳銃をはる
かに上回り、弱い
敵なら数発で倒す
ことも可能。
　１２発の弾丸を
拡散発射する/c5超兵
器・Ｅ１２拡散弾/c3
を搭載。"
"RoboDesc.opb","0x9992","0x1 0x1490","　装填レバーを下
いっぱいまで引く
ことで、弾丸が装
填される。その後
引き金を引くと発
射。鍵を回すと、
特殊弾ストックの
シールドが開き、
/c5超兵器Ｅ１２拡散
弾/c3が装填される。
ダイヤルで腕上下。","  Pull the loading lever all the way down to load a bullet, then pull the trigger to fire. Turn the key to access the stock of special /c5Super Weapon E12 Diffusion Bullets/c3. Use the dial to aim up and down.",114,176,16,,"　装填レバーを下
いっぱいまで引く
ことで、弾丸が装
填される。その後
引き金を引くと発
射。鍵を回すと、
特殊弾ストックの
シールドが開き、
/c5超兵器Ｅ１２拡散
弾/c3が装填される。
ダイヤルで腕上下。"
"RoboDesc.opb","0x9a5f","0x1 0x14a8","長銃人形ランボルト改","Rifle Puppet Nu-Lambolt",-1,-1,16,,"New Longrifle Puppet Lambolt"
"RoboDesc.opb","0x9a74","0x1 0x14ac","長銃人形ランボルト改","|Rifle Puppet Nu-Lambolt",124,16,16,,"New Longrifle Puppet Lambolt"
"RoboDesc.opb","0x9a89","0x1 0x14b8","　長銃人形の改良
型。ライフル弾の
威力が向上した他、
超兵器Ｅ１２拡散
弾の搭載数も増加
している。","　長銃人形の改良
型。ライフル弾の
威力が向上した他、
超兵器Ｅ１２拡散
弾の搭載数も増加
している。",114,176,16,,"　長銃人形の改良
型。ライフル弾の
威力が向上した他、
超兵器Ｅ１２拡散
弾の搭載数も増加
している。"
