File,Offset,Pointers,Japanese,English,width,height,lineheight,
opb/PartsDesc.opb,0x51db,0x1 0xe10,"剣銃士ダルタニア改の設計図

/c5※製作には「設計図２１＿Ｂ」と
　１２０００Ｇの資金が必要/c3","Blueprints for the Musketeer Nu-Daltania.
/c5* Requires {Blueprint 21_B} and 12000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x523a,0x1 0xe14,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x52cf,0x1 0xe20,設計図２２＿Ａ,Blueprint 22_A,102,14,14,
opb/PartsDesc.opb,0x52de,0x1 0xe24,"蒸気人形ドーヴァーＢの設計図

/c5※製作には「設計図２２＿Ｂ」と
　１６０００Ｇの資金が必要/c3","Blueprints for the Steam Mech Dover-B.
/c5* Requires {Blueprint 22_B} and 16000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x533f,0x1 0xe28,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x53d4,0x1 0xe34,設計図２３＿Ａ,Blueprint 23_A,102,14,14,
opb/PartsDesc.opb,0x53e3,0x1 0xe38,"ブラック・ゼスターの設計図

/c5※製作には「設計図２３＿Ｂ」と
　１７5００Ｇの資金が必要/c3","Blueprints for the Black Zester.
/c5* Requires {Blueprint 23_B} and 17500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5442,0x1 0xe3c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x54d7,0x1 0xe48,設計図２4＿Ａ,Blueprint 24_A,102,14,14,
opb/PartsDesc.opb,0x54e6,0x1 0xe4c,"ミサイル火炎人形ウルの設計図

/c5※製作には「設計図２4＿Ｂ」と
　１２０００Ｇの資金が必要/c3","Blueprints for the Incendiary Missile Mech Ul.
/c5* Requires {Blueprint 24_B} and 12000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5547,0x1 0xe50,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x55dc,0x1 0xe5c,設計図２5＿Ａ,Blueprint 25_A,102,14,14,
opb/PartsDesc.opb,0x55eb,0x1 0xe60,"魔弓将軍ジンファの設計図

/c5※製作には「設計図２5＿Ｂ」と
　２００００Ｇの資金が必要/c3","Blueprints for the Demonbow General Jinnfa.
/c5* Requires {Blueprint 25_B} and 20000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5648,0x1 0xe64,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x56dd,0x1 0xe70,設計図２６＿Ａ,Blueprint 26_A,102,14,14,
opb/PartsDesc.opb,0x56ec,0x1 0xe74,"ガンマン人形ボルザーの設計図

/c5※製作には「設計図２６＿Ｂ」と
　２３5００Ｇの資金が必要/c3","Blueprints for the Gunman Mech Bolzer.
/c5* Requires {Blueprint 26_B} and 23500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x574d,0x1 0xe78,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x57e2,0x1 0xe84,設計図２７＿Ａ,Blueprint 27_A,102,14,14,
opb/PartsDesc.opb,0x57f1,0x1 0xe88,"爆砕人形ガルネイドの設計図

/c5※製作には「設計図２７＿Ｂ」と
　２００００Ｇの資金が必要/c3","Blueprints for the Blast Mech Galnado.
/c5* Requires {Blueprint 27_B} and 20000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5850,0x1 0xe8c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x58e5,0x1 0xe98,設計図２８＿Ａ,Blueprint 28_A,102,14,14,
opb/PartsDesc.opb,0x58f4,0x1 0xe9c,"神槍人形ハダンの設計図

/c5※製作には「設計図２８＿Ｂ」と
　３5０００Ｇの資金が必要/c3","Blueprints for the Divine Lancer Mech Hadan.
/c5* Requires {Blueprint 28_B} and 35000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x594f,0x1 0xea0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x59e4,0x1 0xeac,設計図２９＿Ａ,Blueprint 29_A,102,14,14,
opb/PartsDesc.opb,0x59f3,0x1 0xeb0,"ショベル人形ダルベルの設計図

/c5※製作には「設計図２９＿Ｂ」と
　２5０００Ｇの資金が必要/c3","Blueprints for the Shovel Mech Dalvel.
/c5* Requires {Blueprint 29_B} and 25000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5a54,0x1 0xeb4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x5ae9,0x1 0xec0,設計図３０＿Ａ,Blueprint 30_A,102,14,14,
opb/PartsDesc.opb,0x5af8,0x1 0xec4,"重砲人形ガレオンの設計図

/c5※製作には「設計図３０＿Ｂ」と
　３６5００Ｇの資金が必要/c3","Blueprints for the Ordnance Mech Galleon.
/c5* Requires {Blueprint 30_B} and 36500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5b55,0x1 0xec8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x5bea,0x1 0xed4,設計図３１＿Ａ,Blueprint 31_A,102,14,14,
opb/PartsDesc.opb,0x5bf9,0x1 0xed8,"人形船ダイダル号の設計図

/c5※製作には「設計図３１＿Ｂ」と
　３００００Ｇの資金が必要/c3","Blueprints for the Ship Mech S.S. Daedus.
/c5* Requires {Blueprint 31_B} and 30000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5c56,0x1 0xedc,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x5ceb,0x1 0xee8,設計図３２＿Ａ,Blueprint 32_A,102,14,14,
opb/PartsDesc.opb,0x5cfa,0x1 0xeec,"甲殻人形グラスターの設計図

/c5※製作には「設計図３２＿Ｂ」と
　4００００Ｇの資金が必要/c3","Blueprints for the Shell Mech Glastar.
/c5* Requires {Blueprint 32_B} and 40000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5d59,0x1 0xef0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x5dee,0x1 0xefc,設計図３３＿Ａ,Blueprint 33_A,102,14,14,
opb/PartsDesc.opb,0x5dfd,0x1 0xf00,"人形甲虫フェンシル３の設計図

/c5※製作には「設計図３３＿Ｂ」と
　３5０００Ｇの資金が必要/c3","Blueprints for the Mech Beetle Fensil-3.
/c5* Requires {Blueprint 33_B} and 35000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5e5e,0x1 0xf04,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x5ef3,0x1 0xf10,設計図３4＿Ａ,Blueprint 34_A,102,14,14,
opb/PartsDesc.opb,0x5f02,0x1 0xf14,"忍傀儡ランガの設計図

/c5※製作には「設計図３4＿Ｂ」と
　３８０００Ｇの資金が必要/c3","Blueprints for the Shinobi Kugutsu Ranga.
/c5* Requires {Blueprint 34_B} and 38000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5f5b,0x1 0xf18,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x5ff0,0x1 0xf24,設計図３5＿Ａ,Blueprint 35_A,102,14,14,
opb/PartsDesc.opb,0x5fff,0x1 0xf28,"弩弓人形ヘリオンの設計図

/c5※製作には「設計図３5＿Ｂ」と
　4１5００Ｇの資金が必要/c3","Blueprints for the Crossbow Mech Hellion.
/c5* Requires {Blueprint 35_B} and 41500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x605c,0x1 0xf2c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x60f1,0x1 0xf38,設計図３６＿Ａ,Blueprint 36_A,102,14,14,
opb/PartsDesc.opb,0x6100,0x1 0xf3c,"投刃人形ギルメランの設計図

/c5※製作には「設計図３６＿Ｂ」と
　4００００Ｇの資金が必要/c3","Blueprints for the Knife Throwing Mech Gilmerang.
/c5* Requires {Blueprint 36_B} and 40000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x615f,0x1 0xf40,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x61f4,0x1 0xf4c,設計図３７＿Ａ,Blueprint 37_A,102,14,14,
opb/PartsDesc.opb,0x6203,0x1 0xf50,"爆銃人形グレインＳの設計図

/c5※製作には「設計図３７＿Ｂ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Bazooka Mech Grain-S.
/c5* Requires {Blueprint 37_B} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6262,0x1 0xf54,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x62f7,0x1 0xf60,設計図３８＿Ａ,Blueprint 38_A,102,14,14,
opb/PartsDesc.opb,0x6306,0x1 0xf64,"長銃人形サーボルトの設計図

/c5※製作には「設計図３８＿Ｂ」と
　4００００Ｇの資金が必要/c3","Blueprints for the Rifle Mech Sarbolt.
/c5* Requires {Blueprint 38_B} and 40000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6365,0x1 0xf68,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x63fa,0x1 0xf74,設計図３９＿Ａ,Blueprint 39_A,102,14,14,
opb/PartsDesc.opb,0x6409,0x1 0xf78,"アサルト人形ガルフＸの設計図

/c5※製作には「設計図３９＿Ｂ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Assault Mech Gulf-X.
/c5* Requires {Blueprint 39_B} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x646a,0x1 0xf7c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x64ff,0x1 0xf88,設計図4０＿Ａ,Blueprint 40_A,102,14,14,
opb/PartsDesc.opb,0x650e,0x1 0xf8c,"複合銃士サイエル改の設計図

/c5※製作には「設計図4０＿Ｂ」と
　３８０００Ｇの資金が必要/c3","Blueprints for the Multi-Gunslinger Saiel.
/c5* Requires {Blueprint 40_B} and 38000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x656d,0x1 0xf90,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6602,0x1 0xf9c,設計図4１＿Ａ,Blueprint 41_A,102,14,14,
opb/PartsDesc.opb,0x6611,0x1 0xfa0,"剣銃士ダルタニアＳの設計図

/c5※製作には「設計図4１＿Ｂ」と
　4１5００Ｇの資金が必要/c3","Blueprints for the Musketeer Daltania-S.
/c5* Requires {Blueprint 41_B} and 41500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6670,0x1 0xfa4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6705,0x1 0xfb0,設計図4２＿Ａ,Blueprint 42_A,102,14,14,
opb/PartsDesc.opb,0x6714,0x1 0xfb4,"蒸気人形ドーヴァーＦの設計図

/c5※製作には「設計図4２＿Ｂ」と
　45０００Ｇの資金が必要/c3","Blueprints for the Steam Mech Dover-F.
/c5* Requires {Blueprint 42_B} and 45000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6775,0x1 0xfb8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x680a,0x1 0xfc4,設計図4３＿Ａ,Blueprint 43_A,102,14,14,
opb/PartsDesc.opb,0x6819,0x1 0xfc8,"ゼンマイ人形　金星号の設計図

/c5※製作には「設計図4３＿Ｂ」と
　4３０００Ｇの資金が必要/c3","Blueprints for the Wind-Up Mech (Venus).
/c5* Requires {Blueprint 43_B} and 43000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x687a,0x1 0xfcc,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x690f,0x1 0xfd8,設計図44＿Ａ,Blueprint 44_A,102,14,14,
opb/PartsDesc.opb,0x691e,0x1 0xfdc,"電光人形スペクトラＸの設計図

/c5※製作には「設計図44＿Ｂ」と
　３８０００Ｇの資金が必要/c3","Blueprints for the Lightning Mech Spectra-X.
/c5* Requires {Blueprint 44_B} and 38000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x697f,0x1 0xfe0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6a14,0x1 0xfec,設計図45＿Ａ,Blueprint 45_A,102,14,14,
opb/PartsDesc.opb,0x6a23,0x1 0xff0,"超人形ダイゼスターの設計図

/c5※製作には「設計図45＿Ｂ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Super-Mech Daizester.
/c5* Requires {Blueprint 45_B} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6a82,0x1 0xff4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6b17,0x1 0x1000,設計図4６＿Ａ,Blueprint 46_A,102,14,14,
opb/PartsDesc.opb,0x6b26,0x1 0x1004,"人形甲虫アヴェルスの設計図

/c5※製作には「設計図4６＿Ｂ」と
　45０００Ｇの資金が必要/c3","Blueprints for the Mech Beetle Avelus.
/c5* Requires {Blueprint 46_B} and 45000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6b85,0x1 0x1008,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6c1a,0x1 0x1014,設計図4７＿Ａ,Blueprint 47_A,102,14,14,
opb/PartsDesc.opb,0x6c29,0x1 0x1018,"裂空剣豪ゴウライの設計図

/c5※製作には「設計図4７＿Ｂ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Sky Splitting Swordsman Gourai.
/c5* Requires {Blueprint 47_B} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6c86,0x1 0x101c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6d1b,0x1 0x1028,設計図4８＿Ａ,Blueprint 48_A,102,14,14,
opb/PartsDesc.opb,0x6d2a,0x1 0x102c,"回転銃士ボルガノンの設計図

/c5※製作には「設計図4８＿Ｂ」と
　45０００Ｇの資金が必要/c3","Blueprints for the Rotary Sharpshooter Bolganon.
/c5* Requires {Blueprint 48_B} and 45000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6d89,0x1 0x1030,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6e1e,0x1 0x103c,設計図4９＿Ａ,Blueprint 49_A,102,14,14,
opb/PartsDesc.opb,0x6e2d,0x1 0x1040,"核撃人形アトロスαの設計図

/c5※製作には「設計図4９＿Ｂ」と
　６００００Ｇの資金が必要/c3","Blueprints for the Nuclear Mech Atros-α.
/c5* Requires {Blueprint 49_B} and 60000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6e8c,0x1 0x1044,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x6f21,0x1 0x1050,設計図5０＿Ａ,Blueprint 50_A,102,14,14,
opb/PartsDesc.opb,0x6f30,0x1 0x1054,"人形獣帝ライスターの設計図

/c5※製作には「設計図5０＿Ｂ」と
　７００００Ｇの資金が必要/c3","Blueprints for the Emperor Beast Listar.
/c5* Requires {Blueprint 50_B} and 70000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x6f8f,0x1 0x1058,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7024,0x1 0x1064,設計図０１＿Ｂ,Blueprint 01_B,102,14,14,
opb/PartsDesc.opb,0x7033,0x1 0x1068,"ハットマンの設計図

/c5※製作には「設計図０１＿Ａ」と
　３００Ｇの資金が必要/c3","Blueprints for the Hatman.
/c5* Requires {Blueprint 01_A} and 300 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x7086,0x1 0x106c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x711b,0x1 0x1078,設計図０２＿Ｂ,Blueprint 02_B,102,14,14,
opb/PartsDesc.opb,0x712a,0x1 0x107c,"アクトゥールの設計図

/c5※製作には「設計図０２＿Ａ」と
　5００Ｇの資金が必要/c3","Blueprints for the Acteur.
/c5* Requires {Blueprint 02_A} and 500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x717f,0x1 0x1080,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7214,0x1 0x108c,設計図０３＿Ｂ,Blueprint 03_B,102,14,14,
opb/PartsDesc.opb,0x7223,0x1 0x1090,"人形風車リルゼットの設計図

/c5※製作には「設計図０３＿Ａ」と
　６００Ｇの資金が必要/c3","Blueprints for the Windmill Mech Lilisette.
/c5* Requires {Blueprint 03_A} and 600 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x727e,0x1 0x1094,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7313,0x1 0x10a0,設計図０4＿Ｂ,Blueprint 04_B,102,14,14,
opb/PartsDesc.opb,0x7322,0x1 0x10a4,"マイマイ人形マノンの設計図

/c5※製作には「設計図０4＿Ａ」と
　８００Ｇの資金が必要/c3","Blueprints for the Snail Mech Manon.
/c5* Requires {Blueprint 04_A} and 800 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x737d,0x1 0x10a8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7412,0x1 0x10b4,設計図０5＿Ｂ,Blueprint 05_B,102,14,14,
opb/PartsDesc.opb,0x7421,0x1 0x10b8,"人形船タイタス号の設計図

/c5※製作には「設計図０5＿Ａ」と
　１０００Ｇの資金が必要/c3","Blueprints for the Ship Mech S.S. Titus.
/c5* Requires {Blueprint 05_A} and 1000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x747c,0x1 0x10bc,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7511,0x1 0x10c8,設計図０６＿Ｂ,Blueprint 06_B,102,14,14,
opb/PartsDesc.opb,0x7520,0x1 0x10cc,"大砲人形パットンの設計図

/c5※製作には「設計図０６＿Ａ」と
　１８００Ｇの資金が必要/c3","Blueprints for the Artillery Mech Patton.
/c5* Requires {Blueprint 06_A} and 1800 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x757b,0x1 0x10d0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x7610,0x1 0x10dc,設計図０７＿Ｂ,Blueprint 07_B,102,14,14,
opb/PartsDesc.opb,0x761f,0x1 0x10e0,"核撃人形アトロスの設計図

/c5※製作には「設計図０７＿Ａ」と
　１００００Ｇの資金が必要/c3","Blueprints for the Nuclear Mech Atros.
/c5* Requires {Blueprint 07_A} and 10000 G of funds to produce./c3",240,64,16,
