File,Offset,Pointers,Japanese,English,width,height,lineheight,,
RoboDesc.opb,0x69c5,0x1 0xe8c,"　回転レバーを回
すと、銃身が回転。
砲を速射する。
　装填レバーを引
くと、弾が再装填。
　右のレバーを動
かすと、腕を上下
にふる。
　カバーのついた
ボタンで、/c5超兵器
ガルミサイル/c3発射。","  Spinner: Turn to rotate the barrel and fire rapidly.
  Loading lever: Reloads bullets.
  Right lever: Shakes the arms.
  Cover: Lift, then press the button to launch the /c5Super Weapon Gull Missile/c3.",114,176,16,,
RoboDesc.opb,0x6a8c,0x1 0xea4,人形甲虫フェンシル,Mech Beetle Fensil,-1,-1,16,,
RoboDesc.opb,0x6a9f,0x1 0xea8,人形甲虫フェンシル,|Mech Beetle Fensil,124,16,16,,
RoboDesc.opb,0x6ab2,0x1 0xeb4,"　鋭い/c5ハサミ状の
ツノ/c3を持つ昆虫型
人形。
　バトルモードに
変形することで、
背中に搭載した大
型エネルギー砲・
/c5超兵器メテオシュ
ーター/c3を発射でき
る。","　An insect type mech with sharp /c5scissor-like pincers/c3.
　When switched into battle mode, the large /c5Super Weapon Meteor Shooter/c3 energy cannon built into it's back can be fired.",114,176,16,,
RoboDesc.opb,0x6b5b,0x1 0xeb8,"　上下のレバーで
首を縦に動かす。
左右のレバーでハ
サミ開閉。ボタン
でスパークボール。
　左上のボタンで
バトルモードに変
形。回転レバーを
回し続けると、/c5超
兵器メテオシュー
ター/c3を発射する。","  Vertical lever: Moves neck.
  Horizontal lever: Operates pincers.
  Button: Spark Ball.
  Upper-left button: Battle Mode.
  Spinner: Continually turn to fire /c5Super Weapon Meteor Shooter/c3.",114,176,16,,
RoboDesc.opb,0x6c28,0x1 0xed0,人形甲虫フェンシル２,Mech Beetle Fensil-2,-1,-1,16,,
RoboDesc.opb,0x6c3d,0x1 0xed4,人形甲虫フェンシル２,|Mech Beetle Fensil-2,124,16,16,,
RoboDesc.opb,0x6c52,0x1 0xee0,"　人形甲虫フェン
シルの改良型。
　基本性能が大き
く向上している。","　An enhanced version of the Beetle Mech Fensil. 
　It's basic performance has been greatly improved.",114,176,16,,
RoboDesc.opb,0x6c97,0x1 0xee4,"　上下のレバーで
首を縦に動かす。
左右のレバーでハ
サミ開閉。ボタン
でスパークボール。
　左上のボタンで
バトルモードに変
形。回転レバーを
回し続けると、/c5超
兵器メテオシュー
ター/c3を発射する。","  Vertical lever: Moves neck.
  Horizontal lever: Operates pincers.
  Button: Spark Ball.
  Upper-left button: Battle Mode.
  Spinner: Continually turn to fire /c5Super Weapon Meteor Shooter/c3.",114,176,16,,
RoboDesc.opb,0x6d64,0x1 0xefc,人形甲虫フェンシル３,Mech Beetle Fensil-3,-1,-1,16,,
RoboDesc.opb,0x6d79,0x1 0xf00,人形甲虫フェンシル３,|Mech Beetle Fensil-3,124,16,16,,
RoboDesc.opb,0x6d8e,0x1 0xf0c,"　人形甲虫フェン
シルの最終形。
　基本性能が劇的
に向上している。
メテオシューター
は恐ろしい破壊力
を持つ武器となっ
た。","　The final version of the Beetle Mech Fensil.
　It's overall efficiency has been dramatically improved. The Meteor Shower has also been upgraded into a weapon with a tremendously destructive power.",114,176,16,,
RoboDesc.opb,0x6e0f,0x1 0xf10,"　上下のレバーで
首を縦に動かす。
左右のレバーでハ
サミ開閉。ボタン
でスパークボール。
　左上のボタンで
バトルモードに変
形。回転レバーを
回し続けると、/c5超
兵器メテオシュー
ター/c3を発射する。","  Vertical lever: Moves neck.
  Horizontal lever: Operates pincers.
  Button: Spark Ball.
  Upper-left button: Battle Mode.
  Spinner: Continually turn to fire /c5Super Weapon Meteor Shooter/c3.",114,176,16,,
RoboDesc.opb,0x6edc,0x1 0xf28,人形甲虫ヴィーガル,Ningyou Kouchuu Viigaru,-1,-1,16,,
RoboDesc.opb,0x6eef,0x1 0xf2c,人形甲虫ヴィーガル,|Ningyou Kouchuu Viigaru,124,16,16,,
RoboDesc.opb,0x6f02,0x1 0xf38,"　昨年度、特別賞
を受賞した傑作。
多脚型のため歩行
の安定度は最高。
　作業用としても
活躍するが、バト
ルモードへ変形す
ることで、/c5二連爆
雷砲/c3が使用可能に
なり、重戦車のよ
うな人形となる。","　A masterpiece that won last a special award last year. Thanks to it's multiple legs, its stability is second-to-none.
　It's well suited for construction work, but when switched into battle mode the /c5two horned cannon/c3 can be used, transforming it into a mech similar to a heavy tank.",114,176,16,,
RoboDesc.opb,0x6fcd,0x1 0xf3c,"　左下のレバーを
動かすとツノが動
く。円形の回転レ
バーを回している
間、動きが素早く
なる。左上のスイ
ッチでバトルモー
ドチェンジ。バト
ルモードでは戦闘
力が高まるが、熱
量は増加していく。","  Bottom-left lever: Moves the horn.
  Circular spinner: Turn to move faster.
  Left switch: Changes to Battle Mode. In Battle Mode, fighting power increases, but heat builds up faster.",114,176,16,,
RoboDesc.opb,0x7094,0x1 0xf54,人形甲虫ヴィーガル２,Mech Beetle Veegle-2,-1,-1,16,,
RoboDesc.opb,0x70a9,0x1 0xf58,人形甲虫ヴィーガル２,|Mech Beetle Veegle-2,124,16,16,,
RoboDesc.opb,0x70be,0x1 0xf64,"　甲虫人形の強化
型。搭載する弾薬
数が増し、まさに
重戦車となった。","　An enhanced version of the Beetle Mech. The amount of ammunition on-board has increased, making it truly like a heavy tank.",114,176,16,,
RoboDesc.opb,0x7105,0x1 0xf68,"　左下のレバーを
動かすとツノが動
く。円形の回転レ
バーを回している
間、動きが素早く
なる。左上のスイ
ッチでバトルモー
ドチェンジ。バト
ルモードでは戦闘
力が高まるが、熱
量は増加していく。","  Bottom-left lever: Moves the horn.
  Circular spinner: Turn to move faster.
  Left switch: Changes to Battle Mode. In Battle Mode, fighting power increases, but heat builds up faster.",114,176,16,,
RoboDesc.opb,0x71cc,0x1 0xf80,キラーガンナー,Killer Gunner,-1,-1,16,,
RoboDesc.opb,0x71db,0x1 0xf84,キラーガンナー,|Killer Gunner,124,16,16,,
RoboDesc.opb,0x71ea,0x2 0xf90 0xf94,"　マリオネーショ
ンキラーをベース
に開発された戦車
型オートマン。火
力、耐久性ともに
最高レベルに達し
ており、大量生産
可能なオートマン
の中では最強の存
在である。","　A tank-type Automan based on Marionation Killer. Both its firepower and durability have reached the highest standard, making it the strongest of the mass produced Automen.",114,176,16,,
RoboDesc.opb,0x7297,0x1 0xfac,人形騎士スレイフ,Knight Mech Sleife,-1,-1,16,,
RoboDesc.opb,0x72a8,0x1 0xfb0,人形騎士スレイフ,|Knight Mech Sleife,124,16,16,! 3,
RoboDesc.opb,0x72b9,0x1 0xfbc,"　３０年前に作ら
れた人形騎士の傑
作。その技術レベ
ルは非常に高く、
今の人形騎士の原
型となったといわ
れる。
　現代の人形ほど
自由自在に剣を振
ることはできない
が威力は劣らない。","　The greatest of the Mech Knights produced over 30 years ago. It's technical skills are incredibly advanced, and it's said to have been the inspiration behind the modern Mech Knights.
　The sword cannot be swung as freely as the today's mechs, but it is not any less mighty.",114,176,16,,
RoboDesc.opb,0x7376,0x1 0xfc0,"左の歯車を回すと、
腕を左右に振る。
右の歯車を回すと、
腕を上下に動かす。

/c5※/c3これ以上回らな
いという限界以上
に歯車を回すと、
壊れてしまう場合
がある。","  Left gear: Swings the arms left and right.
  Right gear: Moves the arms up and down.
  /c5*/c3 If you turn the gears beyond their limits, they may break.",114,176,16,,
RoboDesc.opb,0x741d,0x1 0xfd8,重砲人形ガレーン,Ordnance Mech Galeen,-1,-1,16,,
RoboDesc.opb,0x742e,0x1 0xfdc,重砲人形ガレーン,|Ordnance Mech Galeen,124,16,16,! 98,
RoboDesc.opb,0x743f,0x1 0xfe8,"　クレーン車型の
人形重機。クレー
ンは伸縮可能で自
在に可動する。
　人型形態では重
い/c5鉄杖/c3を武器とし、
高い打撃力を発揮。
/c5超兵器“巨砲ガレ
オン”/c3を搭載する。","　A heavy-duty crane mech. The crane can extend to expand it's reach. 
　In it's humanoid form it uses a heavy /c5iron staff/c3 with enormous crushing force as a weapon. The /c5{Super Weapon Galleon Cannon/}/c3 is also equipped.",114,176,16,,
RoboDesc.opb,0x74f0,0x1 0xfec,"/c5クレーン車/c3：レバ
ーでクレーン伸縮。
ボタンで物を置く。
/c5人型/c3：左下のスイ
ッチをオンにする
と、/c5超兵器ガレオ
ン砲/c3の発射準備。
３つのボタンを順
番に押していくこ
とで発射。","/c5Crane Car/c3: The lever extends the crane, and the button places objects.
/c5Human Form/c3:
  Bottom-left switch: Prepare the /c5Super Weapon Galleon Cannon/c3. Fire by pushing the three buttons in order.",114,176,16,,
RoboDesc.opb,0x75b3,0x1 0x1004,重砲人形ガレーン改,Ordnance Mech Nu-Galeen,-1,-1,16,,
RoboDesc.opb,0x75c6,0x1 0x1008,重砲人形ガレーン改,|Ordnance Mech Nu-Galeen,124,16,16,,
RoboDesc.opb,0x75d9,0x1 0x1014,"　重砲人形の強化
型。基本性能が向
上し、より強い人
形となった。","　An enhanced version of the Ordnance Mech. It's performance has been improved all-round, making it an even stronger mech.",114,176,16,,
RoboDesc.opb,0x761c,0x1 0x1018,"/c5クレーン車/c3：レバ
ーでクレーン伸縮。
ボタンで物を置く。
/c5人型/c3：左下のスイ
ッチをオンにする
と、/c5超兵器ガレオ
ン砲/c3の発射準備。
３つのボタンを順
番に押していくこ
とで発射。","/c5Crane Car/c3: The lever extends the crane, and the button places objects.
/c5Human Form/c3:
  Bottom-left switch: Prepare the /c5Super Weapon Galleon Cannon/c3. Fire by pushing the three buttons in order.",114,176,16,,
RoboDesc.opb,0x76df,0x1 0x1030,重砲人形ガレオン,Ordnance Mech Galleon,-1,-1,16,,
RoboDesc.opb,0x76f0,0x1 0x1034,重砲人形ガレオン,|Ordnance Mech Galleon,124,16,16,,
RoboDesc.opb,0x7701,0x1 0x1040,"　重砲人形の最終
形。基本性能が飛
躍的に向上。ガレ
オン砲は凄まじい
破壊力を持つ武器
となった。",　The final version of the Ordnance Mech. It's overall efficiency has been dramatically improved. The Galleon Cannon has also been upgraded into a weapon with a tremendously destructive power.,114,176,16,,
RoboDesc.opb,0x7766,0x1 0x1044,"/c5クレーン車/c3：レバ
ーでクレーン伸縮。
ボタンで物を置く。
/c5人型/c3：左下のスイ
ッチをオンにする
と、/c5超兵器ガレオ
ン砲/c3の発射準備。
３つのボタンを順
番に押していくこ
とで発射。","/c5Crane Car/c3: The lever extends the crane, and the button places objects.
/c5Human Form/c3:
  Bottom-left switch: Prepare the /c5Super Weapon Galleon Cannon/c3. Fire by pushing the three buttons in order.",114,176,16,,
RoboDesc.opb,0x7829,0x1 0x105c,Ｍキラー,Marionation Killer,-1,-1,16,,
RoboDesc.opb,0x7832,0x1 0x1060,Ｍキラー,|Marionation Killer,124,16,16,!,
RoboDesc.opb,0x783b,0x2 0x106c 0x1070,"　マリオネーショ
ンギアを破壊する
ために生み出され
た超戦闘用オート
マン。自動人形と
は思えないほど、
優れた耐久性とパ
ワーを持つため、
よほどの人形使い
でなければ立ち向
かうのは難しい。","　A highly combative Automan created to destroy Marionation Gear. It's hard to believe that it's an autonomous mech, and has so much power and durability that Puppeteers struggle to go up against it.",114,176,16,,
RoboDesc.opb,0x7900,0x1 0x1088,ハットマン,Hatman,-1,-1,16,,
RoboDesc.opb,0x790b,0x1 0x108c,ハットマン,|Hatman,124,16,16,! 002,
RoboDesc.opb,0x7916,0x1 0x1098,"　４５年前に作ら
れた糸操り式の人
形。コクピットか
ら伸びた特殊ワイ
ヤーがじかに手足
と連結している。
　マリオネットの
面影を最も残す人
形として、歴史的
な価値を評価され
ている。","　A stringed-puppet made over 45 years ago. Special wires are directly connected from the cockpit to it's arms and legs.
　As remnant from Marionation Gear's origins as marionettes, it's highly valued for it's historical merit.",114,176,16,,
RoboDesc.opb,0x79d3,0x1 0x109c,"　糸の付いた板を
動かすと、腕が動
く。
　板を離すと、身
体が脱力状態にな
る。","  Manipulate the threaded board to move the arms.
  When you release the board, the body will gradually droop down.",114,176,16,,
RoboDesc.opb,0x7a26,0x1 0x10b4,電光人形スペクトラ,Lightning Mech Spectra,-1,-1,16,,
RoboDesc.opb,0x7a39,0x1 0x10b8,電光人形スペクトラ,|Lightning Mech Spectra,124,16,16,,
RoboDesc.opb,0x7a4c,0x1 0x10c4,"　/c5スペクトルレー
ザー砲/c3を搭載した
人形。砲の起動に
は莫大な電力が必
要なため、高出力
ジェネレーターを
内蔵。その分、冷
却性能が低下して
いる。人型での武
器は、腕に流れる
/c5高圧電流/c3。","　A mech equipped with a /c5Spectral Laser Gun/c3. The gun comes with a high performance generator built-in, as it requires a vast amount of electricity to fire. Because of that, it's cooling abilities have decreased. In humanoid form, it's primed with a /c5high voltage direct current/c3 that flows through it's arms.",114,176,16,,
RoboDesc.opb,0x7b17,0x1 0x10c8,"/c5車/c3：６個のジェネ
レーター制御スイ
ッチをすべてオン
にするとスペクト
ルレーザー砲発射。
/c5人型/c3：スイッチを
オンにしている間、
腕がスパーク。ボ
タンを押し続けて
いる間、冷却装置
が作動。","/c5Car/c3: When all six generator control switches are turned on, the Spectral Laser Gun will fire.
/c5Human Form/c3:
  Switch: Makes the arms spark.
  Button: Hold down to activate the cooling unit.",114,176,16,,
RoboDesc.opb,0x7be4,0x1 0x10e0,電光人形スペクトラ改,Lightning Mech Nu-Spectra,-1,-1,16,,
RoboDesc.opb,0x7bf9,0x1 0x10e4,電光人形スペクトラ改,|Lightning Mech Nu-Spectra,124,16,16,,
RoboDesc.opb,0x7c0e,0x1 0x10f0,"　電光人形の強化
型。基本性能が向
上。また、冷却装
置の性能があがり、
より速い冷却が可
能になった。","　An enhanced version of the Lighting Mech. It's basic performance has been improved all-round. Additionally, the cooling unit has been made more efficient, allowing for a faster cooling time.",p,176,16,,
RoboDesc.opb,0x7c77,0x1 0x10f4,"/c5車/c3：６個のジェネ
レーター制御スイ
ッチをすべてオン
にするとスペクト
ルレーザー砲発射。
/c5人型/c3：スイッチを
オンにしている間、
腕がスパーク。ボ
タンを押し続けて
いる間、冷却装置
が作動。","/c5Car/c3: When all six generator control switches are turned on, the Spectral Laser Gun will fire.
/c5Human Form/c3:
  Switch: Makes the arms spark.
  Button: Hold down to activate the cooling unit.",114,176,16,,
RoboDesc.opb,0x7d44,0x1 0x110c,電光人形スペクトラＸ,Lightning Mech Spectra-X,-1,-1,16,,
RoboDesc.opb,0x7d59,0x1 0x1110,電光人形スペクトラＸ,Lightning Mech Spectra-X,124,16,16,,
RoboDesc.opb,0x7d6e,0x1 0x111c,"　電光人形の最終
形。スペクトルレ
ーザー砲の破壊力
が極限まで高めら
れている。",　The final version of the Lighting Mech. The Spectral Laser Gun's destructive power has been pushed to the limit.,114,176,16,,
RoboDesc.opb,0x7dc1,0x1 0x1120,"/c5車/c3：６個のジェネ
レーター制御スイ
ッチをすべてオン
にするとスペクト
ルレーザー砲発射。
/c5人型/c3：スイッチを
オンにしている間、
腕がスパーク。ボ
タンを押し続けて
いる間、冷却装置
が作動。","/c5Car/c3: When all six generator control switches are turned on, the Spectral Laser Gun will fire.
/c5Human Form/c3:
  Switch: Makes the arms spark.
  Button: Hold down to activate the cooling unit.",114,176,16,,
RoboDesc.opb,0x7e8e,0x1 0x1138,爆砕人形ガルケーノ,Blast Mech Galcano,-1,-1,16,,
RoboDesc.opb,0x7ea1,0x1 0x113c,爆砕人形ガルケーノ,|Blast Mech Galcano,124,16,16,,
RoboDesc.opb,0x7eb4,0x1 0x1148,"　超強力な炸裂弾
/c5ガルケインボム/c3を
搭載した人形。一
発で/c5百メートル以
上の範囲を爆破/c3す
る。火力が凄まじ
い反面、動きは鈍
く装甲もそれほど
強固ではない。
　６連装ミサイル
戦車へと変形する。","　A mech equipped with super-powerful
/c5Galcane Bombs/c3. A single bomb has a /c5blast radius of over 100 metres/c3. Although it's fire power is enormous, unfortunately it's movements are slow and it's armour is not that durable either.
　It transforms into a missile tank with 6 turrets.",114,176,16,,
RoboDesc.opb,0x7f85,0x1 0x114c,"/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。","/c5Missile Tank/c3:
  Button: Press to fire a missile.
  Arrow buttons: Rotate the turret.
/c5Human Form/c3:
  Right lever: Pull and release to throw an explosive ball.
  Left lever: Move the arms.",114,176,16,,
RoboDesc.opb,0x8054,0x1 0x1164,爆砕人形ガルケーン,Blast Mech Galcane,-1,-1,16,,
RoboDesc.opb,0x8067,0x1 0x1168,爆砕人形ガルケーン,|Blast Mech Galcane,124,16,16,,
RoboDesc.opb,0x807a,0x1 0x1174,"　爆砕人形の強化
型。ガルケインボ
ムを小型化し、搭
載数を倍増させた。
その分、威力と爆
破範囲は低下して
いるものの、使い
勝手は良くなった。
　ハンドミサイル
も改良され、威力
と爆破範囲が増加。","　An enhanced version of the Blast Mech. The Galcane Bombs have been downsized, and the number of them loaded onboard has doubled. In exchange, their explosive power and blast radius has been reduced, but their usability has improved.
　The hand missiles have also been upgraded, improving their power and range.",114,176,16,,
RoboDesc.opb,0x8145,0x1 0x1178,"/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。","/c5Missile Tank/c3:
  Button: Press to fire a missile.
  Arrow buttons: Rotate the turret.
/c5Human Form/c3:
  Right lever: Pull and release to throw an explosive ball.
  Left lever: Move the arms.",114,176,16,,
RoboDesc.opb,0x8214,0x1 0x1190,爆砕人形ガルネイド,Blast Mech Galnado,-1,-1,16,,
RoboDesc.opb,0x8227,0x1 0x1194,爆砕人形ガルネイド,|Blast Mech Galnado,124,16,16,,
RoboDesc.opb,0x823a,0x1 0x11a0,"　爆砕人形の最終
形。ガルケインボ
ムの爆破範囲がさ
らに向上。爆破能
力は驚異的なレベ
ルに達している。
　だが、強力にな
った反面、自爆の
危険性も増した。","　The final version of the Blast Mech. The blast radius of the Galcane Bombs has been made even better than before. Their destructive power has reached an astonishing height.
　However, whilst it has become stronger, the risk of accidentally blowing oneself up has also increased.",114,176,16,,
RoboDesc.opb,0x82db,0x1 0x11a4,"/c5ミサイル戦車/c3：
ボタンを押せばミ
サイルを発射する。
矢印の書かれたボ
タンを押している
間、砲塔が回転。
/c5人型/c3：右側のレバ
ーを下に引き、離
すと炸裂弾を投げ
る。左側のレバー
で腕を動かす。","/c5Missile Tank/c3:
  Button: Press to fire a missile.
  Arrow buttons: Rotate the turret.
/c5Human Form/c3:
  Right lever: Pull and release to throw an explosive ball.
  Left lever: Move the arms.",114,176,16,,
RoboDesc.opb,0x83aa,0x1 0x11bc,甲殻人形クライヴ,Shell Mech Cryive,-1,-1,16,,
RoboDesc.opb,0x83bb,0x1 0x11c0,甲殻人形クライヴ,|Shell Mech Cryive,124,16,16,,"(Clive?) It's a crab-like mech, although that image doesn't fit well with the Tree Workshop's brand."
RoboDesc.opb,0x83cc,0x1 0x11cc,"　木工房の真骨頂
ともいえる多脚の
生物型人形。巨大
な/c5ハサミ/c3を開閉す
ることで、物体の
運搬が可能。また、
体内に/c5マイクロミ
サイル/c3を多数搭載。
動く火薬庫のよう
な人形だ。ハサミ
の打撃力も高い。","　A multi-legged critter said to show the true value of the Tree Workshop. Objects cane be transported by opening and closing it's huge /c5pincers/c3. Additionally, it's loaded with a large number of /c5micro missiles/c3 inside it's shell. It's a mech like a moving powder keg. The clamping force of it's pincers are also deadly.",114,176,16,,
RoboDesc.opb,0x84a1,0x1 0x11d0,"　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。","  Triangular buttons: Hold to move laterally in that direction.
  Upper-right switch: Open and close the pincers.
  Lower-right lever: Move the pincers.
  Left switch: Change to missile mode.",114,176,16,,
RoboDesc.opb,0x855c,0x1 0x11e8,甲殻人形クライヴァー,Shell Mech Cryiver,-1,-1,16,,
RoboDesc.opb,0x8571,0x1 0x11ec,甲殻人形クライヴァー,|Shell Mech Cryiver,124,16,16,,
RoboDesc.opb,0x8586,0x1 0x11f8,"　甲殻人形の強化
型。接近戦を重視
して調整されてお
り、ミサイルの搭
載数を減らして、
その分、ハサミの
打撃力を高めてい
る。","　An enhanced version of the Shell Mech. It's been adjusted with preference on close combat skills, reducing the number of missiles equipped in exchange for boosting the clamping force of it's pincers.",114,176,16,,
RoboDesc.opb,0x8609,0x1 0x11fc,"　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。","  Triangular buttons: Hold to move laterally in that direction.
  Upper-right switch: Open and close the pincers.
  Lower-right lever: Move the pincers.
  Left switch: Change to missile mode.",114,176,16,,
RoboDesc.opb,0x86c4,0x1 0x1214,甲殻人形グラスター,Shell Mech Glastar,-1,-1,16,,
RoboDesc.opb,0x86d7,0x1 0x1218,甲殻人形グラスター,|Shell Mech Glastar,124,16,16,,
RoboDesc.opb,0x86ea,0x1 0x1224,"　甲殻人形の最終
形。クライヴをベ
ースに、ミサイル
の破壊力を極限ま
で追求した人形で
ある。","　The final version of the Shell Mech. Based on the Cryive, it's a mech made in the pursuit of missiles with the highest destructive power possible.",114,176,16,,
RoboDesc.opb,0x874b,0x1 0x1228,"　三角形の書かれ
たボタンを押し続
けると、その方向
へ平行移動。右上
のスイッチでハサ
ミを開閉する。右
下のレバーでハサ
ミをふる。
　左上のスイッチ
でミサイルモード
にチェンジ。","  Triangular buttons: Hold to move laterally in that direction.
  Upper-right switch: Open and close the pincers.
  Lower-right lever: Move the pincers.
  Left switch: Change to missile mode.",114,176,16,,
RoboDesc.opb,0x8806,0x1 0x1240,複合銃士サイエル,Multi-Gunslinger Saiel,-1,-1,16,,
RoboDesc.opb,0x8817,0x1 0x1244,複合銃士サイエル,|Multi-Gunslinger Saiel,124,16,16,"! 75, 108",
RoboDesc.opb,0x8828,0x1 0x1250,"　多数の火器を装
備した実験的人形。
　/c5銃/c3、/c5ミサイル/c3、
/c5ビーム/c3を搭載。銃
からは/c5２種類の弾
丸/c3を発射できる。
接近戦では、腕を
動かして敵を殴る。
武装を増やしすぎ
たせいで、搭載弾
薬が少なくなった。","　An experimental mech armed with a large number of firearms.
　A /c5gun/c3, /c5missiles/c3 and a
/c5particle-beam/c3 have been equipped. The gun can fire/c5 2 types of bullets/c3. It arms can also be used to strike enemies in hand-to-hand combat. As a result of it's large number of weapons, each have only been loaded with a small amount of ammunition.",114,176,16,,
RoboDesc.opb,0x890b,0x1 0x1254,"　左側のレバーを
下に引くとミサイ
ルを装填。
　右上の弾丸を指
で移動させ、弾丸
セット位置に置く。
　その後右下の引
き金を引くと発射。
ミサイルと弾丸が
両方装填されてい
る場合、同時発射。","  Left lever: Pull to load a missile.
  Upper-right bullets: Move a bullet to the set position with your stylus, then pull the trigger on the lower right to fire. If both a bullet and missile are loaded, they'll fire simultaneously.",114,176,16,,
RoboDesc.opb,0x89d0,0x1 0x126c,複合銃士サイエル改,Multi-Gunslinger Nu-Saiel,-1,-1,16,,
RoboDesc.opb,0x89e3,0x1 0x1270,複合銃士サイエル改,|Multi-Gunslinger Nu-Saiel,124,16,16,"! 75, 108",
RoboDesc.opb,0x89f6,0x1 0x127c,"　複合銃士の完成
形。搭載弾薬が少
なく中途半端だっ
た前モデルの欠点
を克服。高い火力
を持った重武装人
形として生まれ変
わった。","　The final version of the Multi-Gunslinger Mech. It's overcome the shortcomings of the previous model, which was half-baked and not equipped with enough ammunition. It has now been reborn as a heavily armed mech packing a huge amount of fire power.",114,176,16,,
RoboDesc.opb,0x8a7d,0x1 0x1280,"　左側のレバーを
下に引くとミサイ
ルを装填。
　右上の弾丸を指
で移動させ、弾丸
セット位置に置く。
　その後右下の引
き金を引くと発射。
ミサイルと弾丸が
両方装填されてい
る場合、同時発射。","  Left lever: Pull to load a missile.
  Upper-right bullets: Move a bullet to the set position with your stylus, then pull the trigger on the lower right to fire. If both a bullet and missile are loaded, they'll fire simultaneously.",114,176,16,,
RoboDesc.opb,0x8b42,0x1 0x1298,ミサイル火炎人形ジル,Incendiary Missile Mech Jil,-1,-1,16,,
RoboDesc.opb,0x8b57,0x1 0x129c,ミサイル火炎人形ジル,|Incendiary Missile Mech Jil,124,16,16,,
RoboDesc.opb,0x8b6c,0x1 0x12a8,"　/c5無尽蔵のミサイ
ル/c3を積載した人形。
７つの発射口から
７方向にミサイル
を発射する。頭部
には、近距離用の
火炎放射器/c5インフ
ェルノブレス/c3を搭
載。大量の弾薬を
搭載しているため、
動きは鈍い。","　A mech loaded with an /c5infinite supply of missiles/c3. It has 7 missile launch pods which can fire missiles out in 7 different directions. It's head is equipped with the /c5Inferno Breath/c3 flamethrower for close range attacks. Due to the large amounts of ammunition on-board, it's movements are slow.",114,176,16,,
RoboDesc.opb,0x8c3d,0x1 0x12ac,"　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。","  Buttons: Fire a Turtle Missile in that direction.
  Middle button: Press to reload the missiles.
  Top button: Spew flames.",114,176,16,,
RoboDesc.opb,0x8cd6,0x1 0x12c4,ミサイル火炎人形ウル,Incendiary Missile Mech Ul,-1,-1,16,,
RoboDesc.opb,0x8ceb,0x1 0x12c8,ミサイル火炎人形ウル,|Incendiary Missile Mech Ul,124,16,16,,
RoboDesc.opb,0x8d00,0x1 0x12d4,"　ミサイル火炎人
形の強化型。ター
トルミサイルの破
壊力が大幅に増加
している。
　装甲もさらに強
化された。","　An enhanced version of the Incendiary Missile Mech. The destructive power of the Turtle Missile's has increased dramatically.
　It's armour has also been further reinforced.",114,176,16,,
RoboDesc.opb,0x8d71,0x1 0x12d8,"　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。","  Buttons: Fire a Turtle Missile in that direction.
  Middle button: Press to reload the missiles.
  Top button: Spew flames.",114,176,16,,
RoboDesc.opb,0x8e0a,0x1 0x12f0,ミサイル火炎人形バル,Incendiary Missile Mech Bal,-1,-1,16,,
RoboDesc.opb,0x8e1f,0x1 0x12f4,ミサイル火炎人形バル,|Incendiary Missile Mech Bal,124,16,16,,
RoboDesc.opb,0x8e34,0x1 0x1300,"　ミサイル火炎人
形の完成形。
　武装がさらに強
化され、装甲も要
塞並になった。","　The final version of the Incendiary Missile Mech.
　The armour has been reinforced even more, putting it on the same page as an armoured fortress.",114,176,16,,
RoboDesc.opb,0x8e87,0x1 0x1304,"　ボタンを押すと、
その方向へタート
ルミサイルを発射
する。
　中央のボタンを
押すと、ミサイル
が再装填。
　上のボタンを押
し続けると火炎放
射。","  Buttons: Fire a Turtle Missile in that direction.
  Middle button: Press to reload the missiles.
  Top button: Spew flames.",114,176,16,,
RoboDesc.opb,0x8f20,0x1 0x131c,核撃人形アトロス,Nuclear Mech Atros,-1,-1,16,,
RoboDesc.opb,0x8f31,0x1 0x1320,核撃人形アトロス,|Nuclear Mech Atros,124,16,16,!,
RoboDesc.opb,0x8f42,0x1 0x132c,"　/c5超兵器アトロス
ミサイル/c3を搭載し
た人形。アトロス
ミサイルは広範囲
を爆砕する恐るべ
き武器である。
　数年前、この武
器の事故で爆工房
の周囲一帯は完全
に吹き飛んだ。","　A mech equipped with the /c5Super Weapon Atros Missile/c3. The Atros Missile is a formidable weapon which can destroy a large area. 
　A few years ago, the Bomb Workshop and it's surrounding area was blown up in an accident involving one of them.",114,176,16,,
